UserID,User,Comment Tokenize,Label
3672,Huệ My Lý,vô_tình phát_hiện quán ép chậm ép chậm ngon ép nha jusgo lạnh trái_cây ép uống không đá phê,Negative
3673,Hà Linh,uống chai ép thơm quán cảm_giác yomost thiệt uống một_hơi chai nốt_nhạc oder now fre ship vị mix vị ngon,Positive
3674,Quyên Kim,giới_thiệu uống thử hàng đợi mong chuẩn trái_cây tươi nguyên_chất chai đóng_gói xịn xò lười trái_cây oder jusgo uống hằng tiện,Negative
3675,Anh Thi Vũ,mưa_gió uống ép tuyệt,Neutral
3676,Bạch Mai Lê,thử ép cóc coi ngon khen uống không thử ổn vị chua nhẹ tươi ngon ly bự chà_bá mãi uống,Positive
3677,Nhi Uyên,bầu mua ép chủ quán ưu_ái tặng lựu bầu toàn mua ép tin_tưởng chất_lượng phục_vụ,Positive
3678,Tâm Băng,hôm_nay tranh_thủ viết cảm_nhận quán chả_là 4 công_ty tổ_chức sinh_nhật e 9 mua gas thay ép sinh_tố ce phấn_khởi đồ jusgo chuẩn đồ giao chuẩn đóng_gói cẩn_thận món ngon đậm_đà thơm e uống mặt_mũi cười tươi_rói thaks jusgo nha ️,Positive
3679,Kim Bạch,uống nguyên_chất mix vị ngon ép hoa_quả tươi sạch ép vị chuẩn tự_nhiên thơm da đẹp dáng xinh yêu,Positive
3680,Bạch Liên Nguyễn,quán menu cân phong_phú thiệt bận_rộn công_việc xã_hội con_cái không time đồ uống thanh_lọc cơ_thể may_sao jusgo lo làm_đẹp jusgo lo nha thaks jusgo,Neutral
3681,Uyên Phương,đồ uống hoa_quả quen_thuộc chế_biến chủ quán jusgo thành đồ uống mỹ_miều hôm thử vàng năng_động đổi vị nâu no_nê coi vị béo ngậy ngon hợp khẩu_vị,Positive
3682,Bạch Kim Lý,hàng ưng đồ uống chuẩn mong_muốn đóng_gói cẩn_thận ly dập logo quán yên_tâm không lộn yêu jusgo lắm,Negative
3683,Ánh Ngọc Huỳnh,da khoẻ dáng xinh chăm uống ép nguyên_chất jusgo đồ uống mát lạnh nguyên_liệu tươi pha_chế hợp vị giá băn_khoăn,Neutral
3684,Ánh Mai Hoàng,đợt thanh_lọc cơ_thể uống sinh_tố cân jusgo thích món xanh sức_sống mát chua_ngọt hẳn size m uống,Neutral
3685,Vi Huỳnh,sinh_tố chức_năng giúp cân hiệu_quả chị_em món vàng năng_động thức uống thú_vị thơm mùi xoài kiwi quyện the_mát bạc_hà thử nha,Neutral
3686,Bạch Hoa Dương,chai nước_hoa_quả mix dễ_thương kỷ_niệm cũ mix khế dưa lưới gừng tươi hương_vị chua_ngọt dịu nhẹ mùi thơm đặc_trưng dưa lưới không lẫn,Positive
3687,Thúy Mai Đỗ Thị,dạo cai trà sữa uống healthy jusgo mắt biếc uống thích hoa đậu biếc giúp đẹp da tốt tim_mạch an_thần ngon chia dừa cơm dừa xay vị béo cơm dừa thơm nhẹ mắt biếc,Positive
3688,Hiếu Bùi,uống atiso đỏ kèm toping trân_châu mật_ong quán sức_khoẻ cải_thiện atiso uống cảm cơ_thể mát tốt gan vị ngon đậm_đà thoang_thoảng hương mật_ong chân châu nhai vui_miệng uống atiso trân_châu ngon trân_châu nhai vui vui ko cân trà sữa,Positive
3689,Công Bình Nam,làn da căng mọng kết_hợp cam kiwi bưởi món giải_khát bổ_dưỡng đẹp da 1 uống đôi chai giá yêu_thương chất_lượng đồ uống,Positive
3690,Ba Anh Em Quán,phở phở ngon hợp_khẩu_vị,Positive
3691,Huân Phan Duy,phở ok giá tập_thể_dục ngang quán trang_trí tường đẹp quán công_viên gia định tập_thể ghé,Positive
3692,Hồng,hôm_nay bảy tuần dân văn_phòng thích order trà sữa thưởng_thức lướt 1 vòng now shope quán khuyến_mãi bình_luận ngon đồng_loạt order no1 trà sữa perlatea shiper nhiệt_tình giao hàng nhanh_chóng lắm hàng ưng lắm đóng_gói cẩn_thận ngon thơm thử món,Positive
3693,Diep Tran,mua now shope mua uống thử vị ngon béo mua trà sữa kem chese trân_châu_ngọc_trai hôm thử tiếp vị,Positive
3694,Linh Nguyễn,trà trái_cây dao_động 45k 50k 80 đường ngon quán sạch_sẽ rộng_rãi mát_mẻ hẻm vắng thích_hợp thích học làm_việc,Positive
3695,Hoa Nguyen,ngon cũ giá_cả hợp_lý thích ủng_hộ lâu_dài trà sữa không uống cảm_giác trà nữanên không chánsẽ ủng_hộ quán toping thích lắmkhi đựng 1 hũ riêngtrân châu_ngọc_trai sương sương ngon sẩy,Positive
3696,Hoa Nguyen,hôm_nay vẻ trà sữa note hợp_lý chuẩn ngoncác trà bok grap ap voucher tổng_đơn amp gt thích trân_châu_ngọc_trai thích dai sừn sựtmà hút ts kiểu trân_châu hihi,Positive
3697,Hoa Nguyen,vị trà trái_cây ngon trà sữa tầm 80 đường ngon,Positive
3698,Trâm Hoàng,perla tea chỗ không perla review fody quên không chụp hình hồ cá perla tea trải nghiệm món ngon trà trái_cây lớp kem chese đá xay uống ổn sữa_tươi ổn trà trái_cây ngon ly to_đùng mã giảm_giá 50 giá ly trái_cây rẻ thích không_gian quán cực_kì mùi thơm thoảng thoảng nhẹ_nhàng cực_kì dễ_chịu quán trang_trí xinh vệ_sinh sạch_sẽ thân_thiện,Positive
3699,Phan Thị Thu Hương,ưu_đãi giá 20klần đầu thử ấn_tượng kem chese béo trà_béo ngon 2 toping kèm sương sáo vs trân_châu trắngkhuyến mãi trà sữa ổn tuyệtgiá 20k rẻ chất_lượng nướcvới 80 đường kem chese nữanếu 10 hơi uống fody đặtnhưng 10 không 1 thửcũng thử món quán,Positive
3700,Trâm Hoàng,dễ_chịu xài mã giảm_giá không khó_chịu ngược_lại thân_thiện nhiệt_tình món sinh_tố dâu uống trà sữa perla tea kem phô_mai quán cực ngon nha sinh_tố dâu thơm lắm chua 1 tí vẻ ngon toping cực_kì lớp kem phô_mai béo ngậy cuốn_hút không_gian quán đẹp thoáng mát,Positive
3701,Jin Jin,quán hẻm đầu hẻm the cofe house võ văn ngân xíu bàn ghế quán đẹp trang_trí bố_trí đẹp máy_lạnh mát nhạc ok quán lầu quán kệ rót trà tủ_sách thân_thiện nhiệt_tình mã khuyến_mãi không kì_thị uống quán chất_lượng,Positive
3702,Sarah.Vu,trà sữa ngon ko sữa_tươi trân_châu đường đen ngon béo,Positive
3703,Trần Thiên Trang,ship hàng đồ thích quán rau tiện chả_giò giòn ngon chả_giò to hihi thụt nêm nếm vừa_miệng nước_mắm ok quán 10 điêm nha_,Positive
3704,Thanh Thanh,ngon ăn_ở quán nha rộng_rãi chỗ xe thoải_mái chủ vui_vẻ dễ_thương lắmhihi đồ không chê 2 no k nổi,Neutral
3705,Amelia Bui,ko diễn_tả 2 đứa lết zia thịt trời thịt bún nhiêu đc rau z phục_vụ nhah gọn lẹ thịt chả_giò hơi cứng giòn vs vs b quài lun hoy,Neutral
3706,Triết Phạm,tô 35k không mắc không rẻ phục_vụ kịp đít có_nhân_viên bún lưng đồ ăn_liền nước_mắm xô múc nhiêu rau_sống nguyên lá nguyên cành xắt sợi ok đông quán sẵn chả_giò dai yểu thịt nướng cắt vụn vụn vị tạm ổn nem ngon mềm đậm_đà,Negative
3707,Thành Phan,ngon,Positive
3708,Thành Phan,ngon bổ rẻ,Positive
3709,Thành Phan,vị đậm_đà tuyệt,Neutral
3710,Hieu Ng,ăn_ở chủ_yếu giao hàng món không đợi thập_cẩm 35k chả_giò nem thịt nướng đầy_đủ rau rau tươi không chả_giò cuộn to ngon giòn nem hơi mỡ tí vị thịt nướng chín không khô bún order combo quán trà vải ok không 1 vải,Negative
3711,Meoanuong,hộp bún thịt nướng đầy_đủ siêu đồ_sộ không ngon chả_giò chiên giòn nhân hơi cứng thịt nướng rời lát mỏng mỏng hơi lạ,Negative
3712,Sa Leto,buồn ghê quán ruột baemin giao không nước_mắm bún thịt nướng không nướng mắm mạn_phép chất_lượng,Negative
3713,Linh K Nguyễn,chuyên_mục bún thịt nướng thất_vọng bữa h theo_dõi k hâhaha theo_dõi review 2 trc bún thịt nướng hải_đăng kiều bảo tất_nhiên k thể hoàng văn yeah yeah đầu thử hv dạo btn chiều đúg h sẵn rủ e quán bàn tiệc btn sấp_mặt ăn_ở quán đừng h cao_điểm mnguoi h tan_tành nghẹt hơi bí thồi a shiper nơ grab baemin 1 đầy_đủ ship 35k lận giá_cả hải_đăng ap combo bún 37k hơi tiết_kiệm đc gọn_gàng giấy hình hả hấp_dẫn kiểu hộp đầy_đủ tụi order ấp nem thịt nướng nguyên chả_giò to đồ chua mỡ hành nửa v tưởng khôg no no lặt lìa nước_mắm kiểu nghiêng tí ớt xắt bắt miệng thịt nướng k khét ưng bụng thịt mỡ k ngán chả_giò to lắm nhân k đậm_đà khẩu_vị đc nêm nếm chời nem cục tròn cục xung_quanh nem thịt k hơi ngán túm ưng bụng chổ lắm rẻ chất_lượng số_lượng nửa bún thịt nướng hoàng_văn 137 chấn_hưng qtân_bình ý_kiến trải nghiệm hashtag bigmoutheatmore come my ig bigmoutheatmore for more review,Negative
3714,Nguyễn Duy,cam không đườngít bún k đọc ghi_chú giao ly cam bún k quán làm_ăn j,Negative
3715,Tien Tien,quán học ngang đông lắm ghé mua take away quán mùa dịch covid 19 không học thèm bún thịt nướng now ship liền quán hộp đóng_gói đồ ok sạch_sẽ khăn giấy ướt kèm 1 hộp đầy_ắp chả_giò thịt nướng ướp vừa_miệng nướng không khét nước_mắm kèm rau kèm xanh_tươi giá 32k 1 hộp thập_cẩm,Negative
3716,Hữu Tín Lưu Trần,review thập_cẩm thịt nướng chả_giò nem thịt nướng thơm ngon rau tươi xanh nước_mắm ổn,Positive
3717,Minh Quân,hôm_nay 12h now 5 thập_cẩm nem nướng không thịt cứng_ngắc không vị chả_giò nước_mắm chua_lè mặn_chát không 1 tí đồ chua đầu,Negative
3718,Mio Phan,hôm quán bún thịt nướng giới_thiệu đường 2 quán phân_vân hồi không quán đông dô đại quán đông trưa cực không chèn_ép ngộp ngạt nhanh_nhẹn 2 nữ 2 tô 1 sữa đậu_nành tô siêu thịt chả_giò thịt vị chả_giò giòn ngon nhen nước_mắm pha mặn mặn chang tí không bún rau fre thoải_mái nha giá tổng 6k bửa 2 no lăn ok hen ️ ️,Positive
3719,Sương Lê Thị,đồ k ủng_hộ quán dài_dài,Positive
3720,Phuyen198,ngon mng thử,Positive
3721,Hạnh Ngọc,bao ship chả_giò giòn thịt nướng nêm nếm ngon,Positive
3722,Trúc Võ,đồ rau quán dơ quán bữa quán khen thử rau rửa dơ dập úa rau trời sạn xong_xuôi đọng mắm lẫn cặn đen bún thịt nướng ngò rí không dưa_leo cảm_giác chẳng ngon_lành,Positive
3723,Nguyễn Minh Trang,bún nêm thử,Neutral
3724,Thao Nhien Nguyen,ngon 3,Positive
3725,Việt Dương,3 ghi_chú 2 bún now không đề_cập tiền 1 không hôm_nay nv giao hàng bảo 40 tiền bún tòa bất_tiện giao hàng không đơn hàng thanh_toán tiền thắc_mắc 1 2 bún không thu tiền thu không hẳn chi_tiết mua bắt ghi_chú thu tiền đơn hàng khó_chịu chẳng ngon,Negative
3726,Thao Nhien Nguyen,giá_cả 26k đầy_đủ giá dịch_vụ 3k now khẩu_vị ụ toping ngon hộp hơi dở nứt hiuhiu,Neutral
3727,Thành Phan,quán ruột,Neutral
3728,Đức Trọng Lê,ăn_ở đồ chỗ bún thịt nướng rau sạch ok ko thích nước_mắm lắm thịt nướng bình_thường ko ngon chả_giò bự nem nướng ngon,Positive
3729,Pe Kop,quán hđ hôm quán ghé thử ngon quán cũ rau bún thoải_mái đứa rau,Positive
3730,Enel,sp nhận_xét quán mặt_bằng chỗ hơi quán ok lẹ nhiệt_tình giá ok thực_phẩm ngon sạch tươi order hàng sẵn k 1p hàng,Positive
3731,Vương Nguyễn,bình_thường ghé quán quen hôm 5 bún ổn rau không cắt không dưa_leo xà_lách nguyên lá nãn không bùn thịt nướng không dưa_leo toàn xà_lách kinh_khủng hy_vọng quán khắc phụ,Negative
3732,Thủy Ngọc,ngụt cảm_giác vụ cưỡng_chế vườn rau lộc hưng quán đông hẳn bún chất_lượng ú ụ mua mần ngon cạnh rác khổng_lồ hãi,Positive
3733,Bích Ngọc,chân gà đựng túi zip trông sạch_sẽ gọn_gàng vệ_sinh shop tặng kèm muối chấm tắc lạ_miệng ăn_không ngán nước_chấm đậm_đà chân gà tươi béo ngon ủng_hộ,Positive
3734,Thuy Trang,chân gà đóng túi zip sạch_sẽ sốt đậm_đà chua chua_ngọt shop tặng kèm 1 bịch muối chấm tắc 1 đường muối chấm cay cay_chua chua_ngọt ngon khủng_khiếp chân gà thấm giòn giòn ngon,Positive
3735,Thu Hoai,chân gà giòn béo sốt ngon đậm_đà túi thèm thích chân gà xóc cóc kiểu thái sốt sệt sệt chua_ngọt đóng_gói vệ_sinh sạch_sẽ thương_hiệu chuyên_nghiệp tóm_lại mai_mốt thèm chân gà ủng_hộ shop,Positive
3736,Anh Kim,đêm_hôm thèm ác_ôn_ghê may shop trễ đỡ thèm chân gà sa_tế thơm đậm_đà sa tế cay_cay cay rau_răm ngon dã_man shop tặng muối chấm luônrất ngon mai_mốt ủng_hộ tiếp,Positive
3737,Hung Dung,khen đặc hàng thử shop online lựa_chọn chân gà 3 chân gà ngâm sả tắc chân gà xóc cóc kiểu thái chân gà xóc cóc sa_tế thử chân gà ngâm sả tắc chân gà không to ướp gia_vị thấm ăn_đậm_đà shop bịch muối chấm chân gà lạ lạ_miệng ngon,Positive
3738,Kha Nhu,tuần vợ_chồng 1 túi quất sạch_sẽ vòng 1 nốt_nhạc chồng hơi khoái chân gà shop đậm_đà sốt chân gà không cay shop làm_ăn vừa_miệng,Negative
3739,Ut Ngan,chân gà thơm mùi sả huơng vị đậm_đà chua_ngọt kèm muối tắc cay_cay hài_lòng ngâm vị chua chua_ngọt đậm_đà không cay bé trừ online không cửa_hàng đôi tụ_tập bạn_bè ăn_nhậu quán thoải_mái mong shop mau cửa_hàng ủng_hộ,Positive
3740,Xu Xu,chân gà chua chua_ngọt chân gà giòn lạnh giao hàng chuyên_nghiệp quán đóng_gói túi zip nhãn_hiệu sạch_sẽ vệ_sinh chân gà shop ghiền,Neutral
3741,Bich Thi,bữa_nay đá banh order 1 túi thử không chân gà ngon béo ngâm sả tắc đậm_đà không chê,Negative
3742,Lan Huong,thích chân gà chân gà tươi béonước sốt chân gà đậm_đà vị chua chua miếng thấm,Positive
3743,Duy Ngô,lắm chân gà ngon,Positive
3744,Kpoth Tuout,ăn_nhậu chân gà ngâm sả tắc không ngon không shop thuốc_phiện không,Negative
3745,Matha'Ootha'Ookt,ngon vừa_miệng,Positive
3746,Thach Thao,chân gà không hôi chỗ chân gà béo giòn vị chua chua_ngọt ghiền mua 1 túi ăn_không thèm shiper giao hàng đẹp_trai sợ,Negative
3747,Hoang Thuy,chân gà 3loại thích chân gà ngâm sả tắc chân gà không hôi chân gà đựng túi ziper sạch_sẽ vệ_sinh không cất tủ_lạnh 3 lôi ngon vãi shop 95,Negative
3748,Hồng Vân,ăn_ở chất_lượng miễn bàn chân gà giòn dai không khô cứngđậm đà nước_chấm ngon shop túi zip sạch_sẽ vệ_sinh logo thương_hiệu rõ_ràng tủ_lạnh gọn trơn không tốn diện tíchmỗi xé túi zip tiện sợ luônsẽ ủng_hộ shop,Positive
3749,Nhung Trang,1 túi đổ tô bự chân gà sạch không đóng ván mỡ ngâm trong_vắt bồ_kết nước_chấm kiểu muối chấm lạ lạ không ngán vị thấm chân gà không nước_chấm ngonăn xong thèm,Negative
3750,Minh Thư,chân gà xóc cóc ngon cóc kiểu chua chua_ngọt giòn dã_man tiếc shop cóc ăn_không thèmnhưng bù chân gà 2 chân gà giòn lạnh kèm nước_chấm chua chua_ngọt ngon thích chân gà,Positive
3751,Cool Tuấn,chân gà đựng túi zip vệ sinhnước ngâm sả tắc chua chua_ngọt kèm muối chấm tắc lạ_miệng thử 1 túi ngon hài_lòng món ủng_hộ shop,Positive
3752,Thuỷ Tiên,chân gà thơm mùi xả tắc ngon vị đậm_đà chua_ngọt không cay quánói ngon 1 ăn_đủ 2 chỗ chỗ chân gà không thâm đen,Positive
3753,Thanh Truc,không trời thử mì gói chân gà 1 kết_hợp tuyệt_vời chân gà giòn chua chua_ngọt mì tôm chua_cay 2 món kết_hợp ngon,Neutral
3754,Nguyen Nhi,review thử k hảo chân gà lắm ngon rủ thử khen ngon chân gà không to thích chân gà to ăn_không ngon chân gà giòn giòn chua_ngọt thấm thịt đậm_đà giá rẻ 1 túi chân gà 2 trời chân gà ủng_hộ quán,Positive
3755,Dzô Dzô Shop,dzô dzô gửi xin_lỗi chân_thành khách_hàng đọc coment khiếm_nhã 2 đối_tượng vũ ngọc ánh trà_my 2 đối_tượng nick ảo xấu liên_tục shop chân gà dzô dzô shop đính kèm bằng_chứng nội_dung bôi_nhọ shop 2 đối_tượng đính_chính 2 đối_tượng đặt_hàng shop bịa_đặt vu_khống ảnh_hưởng chất_lượng danh_dự shop shop không duy_nhất kinh_doanh now fanpage duy_trì 70 khách_hàng yêu_mến shop kinh_doanh chất_lượng không không khách_hàng duy_trì suốt 3 hi_vọng coment 2 đối_tượng tính_chất rõ_ràng chất_lượng shop 1 khách_quan chân_thành khách_hàng thân_thương quý_giá đọc coment shop thân_thương,Negative
3756,Nhung Huỳnh,cộng_đồng fody chính_xác vụ_việc quán longburi lập nick chê_bai quán phanh_phui xong chủ quán longburi diễn trò không không quán longburi vũ nhật ánh vn ánh vô đính_chính giả_bộ chê quán thực_khách fody quán longburi cộng_đồng tẩy_chay dô đính_chính phanh_phui spam quán tiếp cộng_đồng mạnh_tay vs thể_loại làm_ăn_gian_dối fody tốt,Neutral
3757,Chân Gà Giá Rẻ Sỉ Lẻ,quán rủ quán review tùm bậy tùm bạ ko cạnh_tranh lành_mạnh ỷ tiền trăm quán ko quán dấu đe_doạ khách_hàng mất_dạy,Neutral
3758,Chân Gà Giá Rẻ Sỉ Lẻ,dơ rủ xài nick ảo phá quán ng đề_nghị cộng_đồng mạng tẩy_chay dùm,Positive
3759,Y Lan,kiểm_chứng thử 1 túi khen trời chân gà vị béo ngâm đậm_đà gia_vị thấm không lạt nhách shop bánsẽ ủng_hộ dài_dài,Positive
3760,Dorknizz,xong công_ty khen chân gà kết muối tôm tắc ghê dư lát cuộn bánh_tráng gia_đình nhậu,Positive
3761,Foodee_Bx7sp5lk,miệng oder túi 1 quất sạch vị ngon đậm_đà thấm xương bắc lặn_lội nghìn thành_phố túi chân gà ức chủ quán coment thề ăn_ở shop 2 thất_vọng,Negative
3762,Chân Gà Giá Rẻ Sỉ Lẻ,chân ngâm ko đặc_sắc nhạt tẹt bắc lặn_lội order hên ko mời bạn_bè ko đội quần,Negative
3763,Foodyuser_5af77718,ngon ngon nè,Positive
3764,Minhhuy,shop tiếp xuất_sắc ngon 1 nhậu,Positive
3765,Ngọc Hiệp,chân gà 10 order ngạc_nhiên chậm kẹt xe bao_bì không treo đầu dê thịt chó quán chân gà mua nửa kí ăn_đủ 3 chủ nhiệt_tình hướng_dẫn nước_chấm ngon quán hi_vọng quán buôn may đắt vặt online chất_lượng túi_tiền,Negative
3766,Nhatmytcd,chân gà vặt fody hôm_nay vô_tình chân gà xã tắc shop chân gà chất_lượng thấm vị chân gà giòn cmt xã_hội chủ shop nhiệt_tình ship nửa_đêm ủng_hộ shop dài_dài,Positive
3767,Lan My,ghiền chân gà shop không zậy tuần 2 3 túi nè giao hàng đóng_gói bao_bì đẹp hợp vệ_sinh chân gà ngon miễn bàn sạt_nghiệp shop,Positive
3768,Lặng Khoảng,chân gà chỗ ko ngon chỗ gia_vị thấm xương công_nhận ngon thiệt shop dễ_thương nhiệt_tình bữa khuya dở_chứng thèm shop nhiệt_tình giao 1 gió chốt hạ chỗ ko nhá,Positive
3769,Nghiệp Đỗ,đặt_hàng xong cmt nóng ngon thịt chân gà ok,Positive
3770,Hurik Nite Kieu Trinh,shop fb now mua chân gà sả tắc chân gà ngon mùi_vị chỗ giá_cả ok giao hàng chủ shop nhiệt_tình ủng_hộ tiếp chúc shop buôn may đắt,Positive
3771,Foodee_A4601d37,giới_thiệu mua thử công_nhận ngon mong_đợi chân gà giòn thấm chua_ngọt cay vừa_miệng ko lạt lẻo 1 mua 1 bịch 05kg 3 chủ shop nhiệt_tình 1h đêm ship hàng ủng_hộ dài_dài,Positive
3772,Gia Linh,công_nhận nghiền chân gà thấm ngon an_toàn ủng_hộ dài_dài không chê chỗ,Positive
3773,Anh Nguyen Dinh Bao,chân gà chỗ ưng bụng chân gà thấm vị tặng kèm nước_chấm ngon thơm mùi lá chanh quài ghiền,Positive
3774,Thủy Trần,quán fake mua nhầm không nổi order đồ quên quán nguyễn văn nghi dè quán hàng fake phan văn trị hàng hơi kỳ_lạ lục trà xoài kem chese thất_vọng cực kỳkhác món uống lỏng lẻ bột sữa kem_béo trà sữa sương sáo uống đỡ tâm_lý dở không ngon không đồ kỹ địa_chỉ quán,Negative
3775,TieuDuonggg,tệ 40 50k mua ly chất_lượng ly now 20k không nước_lã toàn mùi siro k trà không mua chỗ,Negative
3776,Kelly Tran,now nâng_giá cửa_hàng 5 ly bil tăng_giá chụp hình 1 ly làm_chứng thui thất_vọng phí ship mua phí quảng_cáo nâg giá đồ thvọngức uống thất_vọng,Negative
3777,Thảo Ngọc Linh,brand dính phốt order không quán fake giao delivery chi_nhánh giao ly ngộ ngộ di_động quán dỏm order món trà olong vải tươi 3 ly trà sữa trân_châu đường đen trà sữa bánh puding trà chanh leo kim quất mật_ong 2 ly trà sữa royal kem chese hầu_như_ai uống chê không royal tea uống uống ly kem chese siêu dở trà sữa y chang sữa bột bé brand khuyến_mãi hèn_gì dở_tệ,Negative
3778,LiLi,chi_nhánh fake uống dở_tệ giao bao_bì ko in lạc_lõng dở_tệ ap kĩ ko địa_chỉ lun,Negative
3779,Tuyết Mai Đặng,cuộc_đời nến ly trà sữa tệ_hại phòng mua 6 ly 6 ly mua ly sợ check mua trúng hàng fake fake hệ_thống nha tiền tật buôn_bán tâm xíu không nghiệp lắm trời,Negative
3780,Nguyễn Bình,web royaltea không địa_chỉ quán hệ_thống,Negative
3781,Dothianh1992 Đỗ,hôm_nay order hai ly trà sữa sương sáo trân_châu đen uống dở_khiếp trà sữa loãng trân_châu sống thề duy_nhất đặt_hàng,Negative
3782,Mập,chọn_lựa hàng_đầu,Neutral
3783,Ankhonggioihan,quán ghê uống matcha hôm_nay trân_châu kem chese vị đâm mùi nghiện món,Positive
3787,Kay D,mua combo 5 bịch bánh muối nhuyễn 40k xong mốc trắng khắp kịp đem sợ hình nhe không tâm ko,Negative
3788,Ly Ly,me lào ngon xoai nom cham mam ruot tuyetvoi trai xay ngon nc oder shop đồ an ngon hop voi bau bì nhu minh mắm ruot rat ngon hihi,Positive
3789,Thiện Phúc Đặng Bá,tóp_mỡ 75k rong biển 45k tóp_mỡ cũ không giòn ỉu ỉu rong biển bình_thường k ngon k dở,Negative
3790,huynhhoangthanhthao1111,ruột say muối đường hình_như say shop thích ghê hà đồ ngon sạch_sẽ khô bò sợi đỏ hơi màu xả chời không thích lắm bò vụn đỡ hihi mua khô bò shop tắc yêu shop,Neutral
3791,Hang Ly,order suốt mua nhứt mây hàng dễ_thương đỉnh tiệm muối ô_mai nha quý_vị mua muối áh dìa pha muối tôm đỉnh mây ko ngon hư phàn_nàn bữa bù hi_vọng món,Positive
3792,Thùy Dung,mua khô bò giòn giảm_giá tạm gia_vị miếng nhai kỹ vị lạ lạ giảm_giá xong 5k 20g rẻ 1 tình k,Neutral
3793,Thủy Lê,order bắp lắc khô gà ngon ko thể tả đêm xử 1kg hú chủ có_mặt bữa mưa_gió thèm mặc áo_mưa ship ship fre,Positive
3794,Thảo Phương,nghiện chua chua_cay cay mây_lắc say lắc chùm_ruột me xử lượt haha mua trúng đợt giảm_giá tiết_kiệm đc mớ,Positive
3795,Bảo Ngọc,cà_na cảm_giác đầu tuyệt_vời order người_làm 7 8 món ưng bụng hứa ủng_hộ,Positive
3796,Giang Nè,không ngon order vs team dừa tạm bánh_tráng siêu dở bánh_tráng cứng khô nhai sợ trầy miệng ah cảm_giác màu không order 1,Negative
3800,Thiên Ân,hôm_nay dịp nắng_nóng review shop hẳn 1 mâm yaua dần shop hàng kĩ yaua béo dẻo thề xong giải_nhiệt mùa nắng yaua shop k đóng nhìu đá sữa béo vị chua 3 ủng_hộ quán thêm 3,Positive
3804,Duong Nhu,dở mùi thiu giá_cả đắt_đỏ không ghé quán,Negative
3805,Hoai Vy Nguyen,trưa vị ngon ổn không ổn quán không chả cá giả tôm chả cá màu tôm tô tôm bò 50đ chút_xíu tôm 1 nhỏ_xíu chả cá,Neutral
3806,Dqm282,kêu bún rạm bún tôm ngon nêm vị nguyên_liệu tươi béo giá_cả ghé,Positive
3807,Thanh Xu,đám rủ bún rạm ngon hồi ăn_ở quy_nhơn sg món độc lạ bún rạm 1 đổi vị okay bảo bún máy bún yên_tâm nguyên_liệu ghé thả tim 3 thắc_mắc bún rạm như_thể_nào search youtube color man review thông_qua clip,Neutral
3808,Foodee_Nh3e8e7i,quán quy_nhơn chi_nhánh ghé thử chất_lượng không bún rạm đậm_đà bún tôm vị thanh_đạm tôm tươi chả cá ngon chiên bớt lửa xíu ngon ghé ủng_hộ quán tiếp,Positive
3809,Phan Dung,đặc_sản gốc đà_nẵng,Neutral
3810,Hồ Phương,thịt khô dai nước_lèo không thơm mùi huế sả không ngon,Neutral
3811,Tri Duc Nguyen Le,nước_chấm nhạt gía đắt làm_ăn trách_nhiệm giao 10 đơn nước_chấm giao_thừa giao không,Negative
3812,Chuyênboomhàng,vô_tình chạy ngang shiper đứng đông quámình ghé mua 1 hộp gỏi 10 ok,Neutral
3813,Quan Nguyen,tận_mắt quy_trình món vệ_sinh móc mũi móc d t hắt_xì lum la ko đeo bao_tay giao shiper bụng tốt bữa ngang ghé đứng dòm hồi chạy,Positive
3814,Paris Ngo,gỏi to mắm_nêm giá hơi một_tí gỏi đu_đủ thịt to dày tôm nước_mắm hơi nhạt hàng giao đóng_gói đẹp_mắt vừa_ý,Negative
3815,Eatwtea 💋,mua nhà_ăn 1 8k nhân toàn bánh_tráng ko giá mặt_bằng tương chấm vị ổn ko đặc_sắc,Positive
3816,Vy Trần,gỏi nước_chấm ngon thích mắm_nêm gỏi đu_đủ nước_mắm ngon giá_cả hợp_lý,Positive
3817,Linh Nguyen,an quán ngon thích mắm_nêm bún mắm_nêm chỗ,Positive
3818,Quyen Pepe,nước_chấm 2 ngon lỗ tai giòn giòn mắm_nêm 1 chủ quán lai dễ_chịu hứa_hẹn ủng_hộ,Positive
3819,Quyên Nguyễn,gỏi chỗ ngon giá rẻ mắm_nêm ngon,Positive
3820,Thieenthanh482,lan dau an day that su khien minh rat that vong mot to bun thai 40 ma chi von ven 2 vien tom 1 lat 1 mieng chien nuoc leo thi nhat nheo khong co gi xung voi gia 40 them bun thai ghe day an xong quau hon luc chua an,Neutral
3821,Yến Nhi Nguyễn,hương_vị ngon,Positive
3822,Trân Thị Thúy Kim,bún ngon lắm,Positive
3823,Kim Thoa,ngon,Positive
3824,Nguyễn Thị Trân,ngon tuyệt_vời,Positive
3825,Đôrêmông Nguyễn,giá tương_đối rẻ trễ xíu cỡ 8h món bữa cỡ 7h30 bún cá bún_chả cá 30k cỡ 4 5 chả bún cọng tương_đối không chủ nhanh_nhẹn dễ_chịu xe miễn_phí quán quán vui chủ bún vs nước_lèo mắc cười,Positive
3826,Dieulinh259 Đăng,rau trụng chín không bịch vệ_sinh,Neutral
3827,Thu Hường Đoàn,1 mì xá_xíu trứng lòng_đào mì hơi dai dai ngon nước_dùng trứng lòng_đào,Positive
